2460,1239
4736,988
1936,1029
2034,1113
1689,876
1709,886
1799,934
1768,912
1830,969
1776,910
1696,843
1697,868
1655,864
1622,825
1579,810
1703,889
1781,971
1568,858
1521,808
1449,763
1407,752
1481,780
1364,718
1375,737
1341,709
1335,695
1318,685
1309,695
1323,702
1305,692
1308,692
1332,712
1371,729
1365,730
1394,750
1445,740
1470,738
1509,747
1448,756
1600,834
1695,951
1936,965
1763,935
1725,861
1447,789
1391,723
1442,763
1564,839
1463,739
1445,742
1412,722
1355,695
1401,716
1860,919
1637,835
1697,859
1543,770
1587,879
1589,836
2371,935
2133,1098
1767,950
2014,1070
1744,891
1713,936
1982,1112
2107,1126
1690,885
1637,835
1556,804
1590,810
1717,929
1659,848
1564,830
1631,817
1584,800
1531,791
1506,768
2327,1022
1599,806
1584,811
1492,762
1445,740
1451,753
1467,747
1458,753
1423,775
1453,823
1552,861
1354,691
1441,813
1321,704
1299,693
1304,689
1597,863
1463,770
1360,730
1360,717
1511,799
1497,788
1536,827
2234,958
1496,761
1443,748
1432,749
1406,728
1451,744
1521,813
1726,864
1396,737
1378,727
1378,725
1370,715
1372,748
1373,740
1337,705
1410,764
1744,873
1860,1063
1791,975
1545,830
2030,1142
1660,888
2304,875
1853,976
1864,977
1786,960
2487,1200
2397,1164
1935,971
1559,847
1548,837
1555,833
1545,852
1583,866
1662,900
1795,956
1786,954
1681,942
1693,828
1612,883
1798,1051
6173,1079
3055,1519
2289,1202
2527,1298
1826,989
1749,913
1807,923
1772,907
1684,887
1879,1036
1918,979
1833,977
1756,916
1775,927
1760,893
1761,871
1789,959
1739,917
1702,944
1708,923
1748,1034
1480,789
1488,793
1491,793
1500,766
1425,745
1380,737
1387,730
1406,750
1367,717
1401,754
1471,796
1427,768
1497,771
1612,822
1584,819
1450,760
1454,748
1619,864
1619,845
1538,778
1407,756
1557,914
1351,719
1345,698
1305,692
1309,689
1294,674
1293,690
1319,705
1305,681
1315,705
1344,711
1486,809
1462,804
1657,877
1404,756
1442,754
1474,749
1492,796
1681,800
1469,760
1512,794
1386,707
1418,723
1434,730
1463,698
1418,732
1450,754
2150,1087
1628,812
1507,816
1669,866
1904,1249
1489,801
2223,963
3403,865
2108,1283
1555,802
1509,764
1562,804
1544,840
1535,828
1546,740
1447,797
1565,817
1305,682
1324,686
1300,690
1352,723
1358,731
1455,767
1447,748
1504,735
1481,764
1458,745
2185,849
1533,757
1404,712
1432,717
1407,737
1398,709
1400,690
