2782,852,467,1319
2473,727,289,1016
2028,708,222,930
2055,976,268,1244
1505,652,189,841
1652,717,184,901
1524,638,183,821
1502,653,134,787
1482,627,195,822
1686,707,201,908
1972,739,186,925
1649,636,219,855
1748,623,217,840
1743,639,194,833
1642,641,220,861
1712,681,203,884
1671,678,163,841
2720,883,283,1166
1625,704,198,902
1643,688,240,928
1580,674,169,843
1706,684,221,905
2787,1112,401,1513
2155,803,197,1000
1943,751,227,978
1553,650,177,827
1548,645,197,842
1653,647,186,833
1622,648,157,805
1837,645,233,878
2512,838,250,1088
1613,655,134,789
1658,706,184,890
1752,630,162,792
1759,709,296,1005
2075,752,192,944
1926,704,170,874
1575,675,186,861
1484,658,141,799
1477,656,138,794
1412,633,129,762
1496,637,133,770
1689,653,227,880
1793,763,202,965
2797,793,250,1043
1649,716,172,888
1519,642,138,780
1487,634,137,771
1537,639,159,798
1786,717,181,898
1710,691,177,868
1763,669,198,867
1525,663,143,806
1596,662,175,837
1551,696,158,854
1454,651,136,787
1423,633,132,765
2303,682,186,868
1651,692,178,870
1671,648,194,842
1430,622,129,751
1622,692,214,906
1844,729,269,998
1516,640,151,791
1420,633,129,762
1523,640,148,788
1457,623,122,745
1444,618,123,741
1508,635,135,770
2331,728,267,995
1640,676,168,844
1511,638,138,776
1524,655,138,793
1519,645,158,803
1436,632,132,764
1753,678,287,965
1519,627,129,756
1391,622,118,740
1486,641,135,776
1390,621,117,738
1401,623,119,742
1357,606,113,719
1402,625,119,744
1372,613,109,722
1385,617,118,735
1426,623,120,743
1370,615,110,725
1552,649,170,819
1536,653,150,803
1579,642,163,805
1536,637,146,783
1496,632,136,768
1515,641,144,785
1629,650,153,803
1544,646,143,789
2276,731,226,957
1581,674,187,861
1741,658,251,909
1459,621,131,752
1538,625,125,750
1407,627,125,752
1410,619,118,737
1388,621,117,738
1400,609,153,762
1391,623,118,741
1405,625,127,752
1393,620,116,736
1380,617,112,729
1388,616,121,737
1393,611,116,727
1396,608,119,727
1482,646,129,775
1390,618,118,736
1578,648,231,879
1557,654,141,795
1469,627,133,760
1486,635,140,775
1516,640,137,777
1532,630,142,772
1504,628,139,767
1517,635,154,789
2203,662,243,905
1650,684,154,838
1503,632,141,773
1559,659,180,839
1535,647,156,803
1531,614,126,740
1459,617,167,784
1500,631,164,795
1436,628,135,763
1378,613,123,736
1383,612,118,730
1423,629,119,748
1363,611,106,717
1369,618,120,738
